final_dept_e,DPTSIZE_e,theme_en,theme_fr,question_name,question_value,total_respondants,total_w_resp,shr_w_resp
Canada Economic Development for Québec Regions,Small (100 to 499),"Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_85B_e,To a great extent,40,81.2851,0.0269040697
Canada School of Public Service,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05A_e,Strongly disagree,225,490.0566,0.1078999854
Canada School of Public Service,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05A_e,Somewhat disagree,225,490.0566,0.1513078285
Canada School of Public Service,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05A_e,Neither agree nor disagree,225,490.0566,0.1327875188
Canada School of Public Service,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05A_e,Somewhat agree,225,490.0566,0.3523380769
Canada School of Public Service,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05A_e,Strongly agree,225,490.0566,0.2556665903
Canada School of Public Service,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05B_e,Strongly disagree,229,498.3724,0.0454965002
Canada School of Public Service,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05B_e,Somewhat disagree,229,498.3724,0.0820635332
Canada School of Public Service,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05B_e,Neither agree nor disagree,229,498.3724,0.166229109
Canada School of Public Service,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05B_e,Somewhat agree,229,498.3724,0.4563788043
Canada School of Public Service,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05B_e,Strongly agree,229,498.3724,0.2498320533
Canada School of Public Service,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05C_e,Strongly disagree,217,470.9023,0.1457718512
Canada School of Public Service,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05C_e,Somewhat disagree,217,470.9023,0.1588794533
Canada School of Public Service,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05C_e,Neither agree nor disagree,217,470.9023,0.2745261597
Canada School of Public Service,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05C_e,Somewhat agree,217,470.9023,0.2807845704
Canada School of Public Service,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05C_e,Strongly agree,217,470.9023,0.1400379654
Canada School of Public Service,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05D_e,Strongly disagree,226,492.5415,0.0524300998
Canada School of Public Service,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05D_e,Somewhat disagree,226,492.5415,0.1170270931
Canada School of Public Service,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05D_e,Neither agree nor disagree,226,492.5415,0.1932712269
Canada School of Public Service,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05D_e,Somewhat agree,226,492.5415,0.3824916276
Canada School of Public Service,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05D_e,Strongly agree,226,492.5415,0.2547799526
Canada School of Public Service,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15A_e,Not at all,231,502.7393,0.0166145754
Canada School of Public Service,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15A_e,To a minimal extent,231,502.7393,0.1312310376
Canada School of Public Service,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15A_e,To a moderate extent,231,502.7393,0.4168007156
Canada School of Public Service,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15A_e,To a great extent,231,502.7393,0.4353536714
Canada School of Public Service,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15B_e,Not at all,231,502.2393,0.0245954468
Canada School of Public Service,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15B_e,To a minimal extent,231,502.2393,0.0547336698
Canada School of Public Service,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15B_e,To a moderate extent,231,502.2393,0.2085985704
Canada School of Public Service,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15B_e,To a great extent,231,502.2393,0.7120723129
Canada School of Public Service,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15C_e,Not at all,226,491.8923,0.0759979369
Canada School of Public Service,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15C_e,To a minimal extent,226,491.8923,0.2153026181
Canada School of Public Service,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15C_e,To a moderate extent,226,491.8923,0.338019725
Canada School of Public Service,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15C_e,To a great extent,226,491.8923,0.3706797199
Canada School of Public Service,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15D_e,Not at all,225,489.563,0.0703174055
Canada School of Public Service,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15D_e,To a minimal extent,225,489.563,0.194253855
Canada School of Public Service,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15D_e,To a moderate extent,225,489.563,0.3528640849
Canada School of Public Service,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15D_e,To a great extent,225,489.563,0.3825646546
Canada School of Public Service,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15E_e,Not at all,88,207.7028,0.0363423122
Canada School of Public Service,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15E_e,To a minimal extent,88,207.7028,0.1254244045
Canada School of Public Service,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15E_e,To a moderate extent,88,207.7028,0.3842658838
Canada School of Public Service,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15E_e,To a great extent,88,207.7028,0.4539673996
